Q61387	nortriptyline	Q47521959	Pamelor
Q413918	isoflurane	Q48829206	Isoflo
Q413968	dimercaprol	Q47521236	BAL in Oil
Q414028	meloxicam	Q47522305	Vivlodex
Q414028	meloxicam	Q48826168	Metacam
Q414028	meloxicam	Q48828238	EloxiOral
Q414028	meloxicam	Q48828259	Ostilox
Q414028	meloxicam	Q48829037	Meloxidyl
Q414028	meloxicam	Q48829121	Mobic
Q414028	meloxicam	Q48829345	Loxicom
Q414030	cladribine	Q29006137	Litak
Q414143	gemcitabine	Q47521647	Gemzar
Q414225	(S)-(−)-carbidopa monohydrate	Q47521317	Lodosyn
Q414270	Ranibizumab	Q29006144	Lucentis
Q414462	apixaban	Q29005779	Eliquis
Q414463	tapentadol	Q47521917	Nucynta
Q414762	etravirine	Q29006007	Intelence
Q414767	ethionamide	Q47522222	Trecator
Q414788	secobarbital	Q47522117	Seconal Sodium
Q414796	temazepam	Q47522081	Restoril
Q414904	aliskiren	Q29005806	Enviage
Q414904	aliskiren	Q29006400	Rasilez
Q414904	aliskiren	Q29006448	Riprazo
Q414904	aliskiren	Q29006502	Sprimeo
Q414904	aliskiren	Q29006542	Tekturna
Q415026	benzatropine	Q47521252	Cogentin
Q415032	eletriptan	Q47521536	Relpax
Q415051	midodrine	Q47522027	Proamatine
Q415081	donepezil	Q47521186	Aricept
Q415122	fexofenadine	Q48825974	Mucinex Non-Drowsy Allergy
Q415122	fexofenadine	Q48826392	Wal-Fex
Q415122	fexofenadine	Q48828913	Allegra
Q415159	rosuvastatin	Q47521418	Crestor
Q415178	ivermectin	Q47522132	Sklice
Q415178	ivermectin	Q47522140	Soolantra
Q415178	ivermectin	Q47522157	Stromectol
Q415220	pemetrexed	Q29004404	Alimta
Q415220	pemetrexed	Q29006325	Pemetrexed Fresenius Kabi
Q415220	pemetrexed	Q29006326	Pemetrexed Hospira
Q415220	pemetrexed	Q29006327	Pemetrexed Lilly
Q415220	pemetrexed	Q29006328	Pemetrexed Medac
Q415242	altretamine	Q47521682	Hexalen
Q415259	terbinafine	Q47521754	Lamisil
Q415259	terbinafine	Q48826442	Terbinex
Q415264	infliximab	Q29005875	Flixabi
Q415264	infliximab	Q29005987	Inflectra
Q415264	infliximab	Q29006415	Remicade
Q415264	infliximab	Q29006417	Remsima
Q415336	minocycline	Q47521185	Arestin
Q415336	minocycline	Q47521523	Dynacin
Q415336	minocycline	Q47521839	Minocin
Q415336	minocycline	Q47522136	Solodyn
Q415336	minocycline	Q47522326	Ximino
Q415336	minocycline	Q48826183	Minolira
Q415336	minocycline	Q48826487	Cleeravue-M
Q415343	Etanercept	Q29004889	Benepali
Q415343	Etanercept	Q29005794	Enbrel
Q415353	bremelanotide	Q64826648	Vyleesi
Q415366	tirofiban	Q47520984	Aggrastat
Q415378	lomustine	Q47521652	Gleostine
Q415392	Omalizumab	Q29006698	Xolair
Q415401	dorzolamide	Q47521499	Trusopt
Q415411	anakinra	Q29006085	Kineret
Q415433	naphazoline	Q47520988	AK-Con
Q415433	naphazoline	Q48828170	Vasocon
Q415433	naphazoline	Q48829139	Naphcon
Q415744	riluzole	Q29006446	Rilutek
Q415744	riluzole	Q29006447	Riluzole Zentiva
Q415801	Idursulfase	Q29005776	Elaprase
Q415869	carmustine	Q47521653	Gliadel
Q415909	capreomycin	Q47521312	Capastat
Q415939	chlorambucilddv	Q47521760	Leukeran
Q415970	candesartan	Q47521203	Atacand
Q415996	flibanserin	Q47520880	Addyi
Q416025	misoprostol	Q47521432	Cytotec
Q416073	rifaximin	Q47522324	XIFAXAN
Q27257266	cupric chloride Cu-64	Q29005680	Cuprymina
Q27270371	telotristat ethyl	Q47522322	Xermelo
Q27281282	bazedoxifene acetate	Q29005661	Conbriza
Q27281282	bazedoxifene acetate	Q29005737	Duavive
Q27290042	yttrium chloride y-90	Q29006565	Theryttrex
Q27290042	yttrium chloride y-90	Q29006710	Ytracis
Q27290042	yttrium chloride y-90	Q29006711	Yttriga
Q27294690	safinamide mesylate	Q29006677	Xadago
Q27430123	Ferumoxytol	Q29006444	Rienso
Q27895847	thioguanine hydrate	Q47522181	Tabloid
Q28208887	mometasone	Q47521198	Asmanex
Q28208887	mometasone	Q47521844	Nasonex
Q28208887	mometasone	Q48832129	Sinuva
Q28559278	Plecanatide	Q47522237	Trulance
Q28851735	adefovir dipivoxil	Q29005930	Hepsera
Q28852241	corifollitropin alfa	Q29005783	Elonva
Q28852342	tasonermin	Q29004891	Beromun
Q28852343	zoledronic acid monohydrate	Q28884562	Aclasta
Q28852343	zoledronic acid monohydrate	Q29006741	Zoledronic Acid Accord
Q28852343	zoledronic acid monohydrate	Q29006742	Zoledronic Acid Actavis
Q28852343	zoledronic acid monohydrate	Q29006743	Zoledronic Acid Hospira
Q28852343	zoledronic acid monohydrate	Q29006744	Zoledronic Acid Medac
Q28852343	zoledronic acid monohydrate	Q29006745	Zoledronic Acid Mylan
Q28852343	zoledronic acid monohydrate	Q29006746	Zoledronic Acid Teva
Q28852343	zoledronic acid monohydrate	Q29006748	Zoledronic Acid Teva Generics
Q28852343	zoledronic acid monohydrate	Q29006750	Zoledronic Acid Teva Pharma
Q28852343	zoledronic acid monohydrate	Q29006752	Zometa
Q28852343	zoledronic acid monohydrate	Q47522067	Reclast
Q28852345	autologous cultured chondrocytes	Q29004974	Chondrocelect
Q28852345	autologous cultured chondrocytes	Q29006156	Maci
Q28852357	protein c concentrate (human)	Q29004964	Ceprotin
Q28852415	eptotermin alfa	Q29006281	Opgenra
Q28852415	eptotermin alfa	Q29006297	Osigraft
Q28852421	fibrinogen human	Q29005827	Evarrest
Q28852421	fibrinogen human	Q29006395	Raplixa
Q28852422	antithrombin alfa	Q29004861	Atryn
Q28852424	human immunoglobulin g	Q29005874	Flebogamma Dif
Q28852424	human immunoglobulin g	Q29005941	Hyqvia
Q28852424	human immunoglobulin g	Q29006089	Kiovig
Q28852424	human immunoglobulin g	Q29006371	Privigen
Q28852425	epoetin delta	Q29005753	Dynepo
Q28852429	efmoroctocog alfa	Q29005782	Elocta
Q28852431	dibotermin alfa	Q29005985	Inductos
Q28852434	coagulation factor ix recombinant human	Q29004887	Benefix
Q28852434	coagulation factor ix recombinant human	Q29006458	Rixubis
Q28852443	epoetin theta	Q29004903	Biopoin
Q28852443	epoetin theta	Q29005815	Eporatio
Q28852444	desirudin	Q29006430	Revasc
Q28852447	mangafodipir trisodium	Q29006560	Teslascan
Q28855911	Colistimethate Sodium	Q29005651	Colobreathe
Q28856101	canagliflozin / metformin hydrochloride	Q29006666	Vokanamet
Q28856123	dalbavancin hydrochloride	Q29006702	Xydalba
Q28856135	dapagliflozin / metformin	Q29005757	Ebymect
Q28856135	dapagliflozin / metformin	Q29006694	Xigduo
Q28856155	eftrenonacog alfa	Q29004413	Alprolix
Q28856418	rosiglitazone / metformin	Q29004868	Avandamet
Q28856450	sevelamer carbonate	Q29006419	Renvela
Q28856450	sevelamer carbonate	Q29006475	Sevelamer Carbonate Zentiva
Q28856464	sevelamer hydrochloride	Q29006535	Tasermity
Q28856481	antihemophilic factor porcine, b-domain truncated recombinant	Q29006246	Obizur
Q28859529	memantine / donepezil	Q29004371	Acrescent
Q28859529	memantine / donepezil	Q29004882	Balaxur
Q28859529	memantine / donepezil	Q48828300	Namzaric
Q28859576	ketorolac / phenylephrine	Q29006267	Omidria
Q28859577	nomegestrol acetate / estradiol	Q29006020	Ioa
Q28859577	nomegestrol acetate / estradiol	Q29006740	Zoely
Q28859597	alogliptin / metformin	Q29006651	Vipdomet
Q28859597	alogliptin / metformin	Q48828191	Kazano
Q28859598	linagliptin / metformin	Q29006058	Jentadueto
Q28859599	empagliflozin / metformin	Q29006522	Synjardy
Q28859600	ceftolozane / tazobactam	Q29006732	Zerbaxa
Q28859601	alendronate sodium trihydrate / colecalciferol	Q29004387	Adrovance
Q28859602	clopidogrel / acetylsalicylic acid	Q29005647	Clopidogrel/acetylsalicylic Acid Teva
Q28859602	clopidogrel / acetylsalicylic acid	Q29005648	Clopidogrel/acetylsalicylic Acid Zentiva
Q28859602	clopidogrel / acetylsalicylic acid	Q29005746	Duoplavin
Q28859603	alendronic acid / colecalciferol	Q29005885	Fosavance
Q28859603	alendronic acid / colecalciferol	Q29006629	Vantavo
Q28859604	vildagliptin / metformin	Q29005825	Eucreas
Q28859604	vildagliptin / metformin	Q29005950	Icandra
Q28859604	vildagliptin / metformin	Q29006751	Zomarist
Q28859605	budesonide / salmeterol	Q29006103	Labazenit
Q28859607	irbesartan / hydrochlorothiazide	Q29005650	Coaprovel
Q28859607	irbesartan / hydrochlorothiazide	Q29005955	Ifirmacombi
Q28859607	irbesartan / hydrochlorothiazide	Q29006027	Irbesartan Hydrochlorothiazide Bms
Q28859607	irbesartan / hydrochlorothiazide	Q29006028	Irbesartan Hydrochlorothiazide Zentiva
Q28859607	irbesartan / hydrochlorothiazide	Q29006032	Irbesartan/hydrochlorothiazide Teva
Q28859607	irbesartan / hydrochlorothiazide	Q29006073	Karvezide
Q28859608	norelgestromin / ethinyl estradiol	Q29005835	Evra
Q28859608	norelgestromin / ethinyl estradiol	Q48828824	Xulane
Q28859611	desloratadine / pseudophedrine sulphate	Q29004391	Aerinaze
Q28859612	emtricitabine / rilpivirine / tenofovir alafenamide	Q29006248	Odefsey
Q28859613	follitropin alfa / lutropin alfa	Q29006331	Pergoveris
Q28859614	atazanavir / cobicistat	Q29005833	Evotaz
Q28859615	fenofibrate / simvastatin	Q29004973	Cholib
Q28859617	laropiprant / nicotinic acid	Q29006323	Pelzont
Q28859617	laropiprant / nicotinic acid	Q29006593	Tredaptive
Q28859617	laropiprant / nicotinic acid	Q29006596	Trevaclyn
Q28859618	rosiglitazone / glimepiride	Q29004865	Avaglim
Q28859619	brinzolamide / timolol	Q29004876	Azarga
Q28859621	brinzolamide / brimonidine tartrate	Q29006485	Simbrinza
Q1215575	naproxen	Q47521049	Anaprox
Q1215575	naproxen	Q47521613	Naprosyn
Q1215575	naproxen	Q47521667	Aleve
Q1215575	naproxen	Q47521865	Naprelan
Q1215575	naproxen	Q48826264	Menstridol
Q1215575	naproxen	Q48828187	Midol Extended Relief
Q1215575	naproxen	Q48829011	Wal-Proxen
Q1216264	nelarabine	Q29004858	Atriance
Q1216264	nelarabine	Q47521193	Arranon
Q1235195	Romiplostim	Q29006237	Nplate
Q1240093	pravastatin	Q47522009	Pravachol
Q1243800	isosorbide	Q48826172	Ismo
Q1243800	isosorbide	Q48828994	Monoket
Q1257318	bedaquiline	Q29006489	Sirturo
Q1268941	lomitapide	Q29006140	Lojuxta
Q1268941	lomitapide	Q47521734	Juxtapid
Q1318776	testosterone	Q29006008	Intrinsa
Q1318776	testosterone	Q29006138	Livensa
Q1318776	testosterone	Q47521051	Androderm
Q1318776	testosterone	Q47521052	Androgel
Q1318776	testosterone	Q47521219	Aveed
Q1318776	testosterone	Q47521224	Axiron
Q1318776	testosterone	Q47521458	Depo-testosterone
Q1318776	testosterone	Q47521631	Fortesta
Q1318776	testosterone	Q47521872	Natesto
Q1318776	testosterone	Q47522155	Striant
Q1318776	testosterone	Q47522194	Testopel
Q1318776	testosterone	Q48826389	Testim
Q1318776	testosterone	Q48826468	Vogelxo
Q1321320	tinidazole	Q47522206	Tindamax
Q1385311	fosamprenavir	Q47521765	Lexiva
Q1592932	Pegfilgrastim	Q29006210	Neulasta
Q1592932	Pegfilgrastim	Q29006211	Neupopeg
Q1592932	Pegfilgrastim	Q29006450	Ristempa
Q15322709	glycerol phenylbutyrate	Q29006404	Ravicti
Q15353101	Interferon alfacon-1	Q29005986	Infergen
Q15366934	carfilzomib	Q29006101	Kyprolis
Q15408413	delamanid	Q29005708	Deltyba
Q15410179	Tegafur/gimeracil/oteracil	Q29006562	Teysuno
Q15424759	selexipag	Q29006621	Uptravi
Q15623825	Evolocumab	Q29006424	Repatha
Q15624030	luliconazole	Q47521797	Luzu
Q15708271	obeticholic acid	Q29006247	Ocaliva
Q15708292	cobimetinib	Q29005672	Cotellic
Q15708335	tipiracil / Trifluridine	Q29006142	Lonsurf
Q15708351	naloxegol	Q47521849	Movantik
Q15708403	Poractant alfa	Q47521423	Curosurf
Q15709005	Botulinum Toxin Type B	Q29006215	Neurobloc
Q16252338	Insulin degludec	Q29006594	Tresiba
Q16858452	Catridecacog	Q29006235	Novothirteen
Q17014149	florbetaben f-18	Q29006214	Neuraceq
Q17048104	Dihydroartemisinin/piperaquine	Q29005826	Eurartesim
Q1639595	gemifloxacin	Q47521592	Factive
Q1644947	Tenecteplase	Q29006171	Metalyse
Q1644947	Tenecteplase	Q29006555	Tenecteplase Boehringer Ingelheim Pharma Gmbh & Co. Kg
Q1706418	dextroamphetamine	Q935761	Adderall
Q1706418	dextroamphetamine	Q47521468	Dexedrine
Q1706418	dextroamphetamine	Q47522030	ProCentra
Q1706418	dextroamphetamine	Q48826357	Zenzedi
Q1707877	lanreotide	Q48826286	Somatuline
Q1747559	phenelzine	Q47521867	Nardil
Q1749609	oxaprozin	Q47521440	Daypro
Q1758380	tobramycin	Q29006573	Tobi Podhaler
Q1758380	tobramycin	Q29006630	Vantobra
Q1758380	tobramycin	Q47521260	Bethkis
Q1758380	tobramycin	Q47522211	Tobi
Q1758380	tobramycin	Q47522213	Tobrex
Q1758380	tobramycin	Q48828297	Kitabis
Q1829318	Dolasetron	Q48828958	Anzemet
Q1851162	interferon beta-1b	Q29004893	Betaferon
Q1851162	interferon beta-1b	Q29005844	Extavia
Q1871058	Besilesomab	Q29006469	Scintimun
Q1907109	masitinib	Q29006160	Masican
Q1907109	masitinib	Q29006162	Masiviera
Q1988832	bicalutamide	Q47521323	Casodex
Q1992653	goserelin	Q47522354	Zoladex
Q1996249	Belimumab	Q29004890	Benlysta
Q1996756	enzalutamide	Q29006700	Xtandi
Q1998021	Pertuzumab	Q29006332	Perjeta
Q2014797	ketorolac	Q47520961	Acular
Q2014797	ketorolac	Q47522149	Sprix
Q2014797	ketorolac	Q48826128	Acuvail
Q2022983	sulfacetamide	Q47521270	Bleph-10
Q2022983	sulfacetamide	Q47521743	Klaron
Q2022983	sulfacetamide	Q48828137	Sulf-10
Q2022983	sulfacetamide	Q48829202	Carmol Scalp
Q2060696	pirfenidone	Q29005821	Esbriet
Q2062094	Pramlintide	Q47522172	Symlin
Q2070286	vismodegib	Q29005820	Erivedge
Q2070778	benzonatate	Q47522193	Tessalon Perles
Q2146170	ezogabine	Q29006601	Trobalt
Q2146170	ezogabine	Q47522007	Potiga
Q4764531	anidulafungin	Q29005758	Ecalta
Q4764531	anidulafungin	Q47521560	Eraxis
Q4781812	apraclonidine	Q47521178	Iopidine
Q4789167	arformoterol	Q47521280	Brovana
Q4830631	axitinib	Q29005990	Inlyta
Q4834481	Abaloparatide	Q47522243	Tymlos
Q4881990	Belatacept	Q29006240	Nulojix
Q4882925	Belinostat	Q47521242	Beleodaq
Q416096	griseofulvin	Q47521670	Gris-PEG
Q416132	betamethasone	Q47521256	Diprolene
Q416132	betamethasone	Q47521796	Luxiq
Q416132	betamethasone	Q47522124	Sernivo
Q416206	pentamidine	Q47521876	NebuPent
Q416232	prasugrel	Q29005773	Efient
Q416232	prasugrel	Q47521531	Effient
Q416410	fomepizole	Q47521059	Antizol
Q416427	cromolyn	Q47521420	Gastrocrom
Q416444	entacapone	Q29005657	Comtan
Q416444	entacapone	Q29005658	Comtess
Q416444	entacapone	Q29005797	Entacapone Orion
Q416444	entacapone	Q29005798	Entacapone Teva
Q416451	azacitidine	Q29006647	Vidaza
Q416463	alosetron	Q47521792	Lotronex
Q416507	thiotepa	Q29006557	Tepadina
Q416516	enoxaparin	Q29005989	Inhixa
Q416516	enoxaparin	Q29006566	Thorinane
Q416554	dinoprostone	Q47521339	Cervidil
Q416554	dinoprostone	Q47522016	Prepidil
Q416554	dinoprostone	Q47522041	Prostin E2
Q416706	nedocromil	Q48828926	Alocril
Q416905	carisoprodol	Q47521321	Soma
Q416950	Levonorgestrel	Q47521749	Kyleena
Q416950	Levonorgestrel	Q47521769	Liletta
Q416950	Levonorgestrel	Q47521841	Mirena
Q416950	Levonorgestrel	Q47521997	Plan B One-Step
Q416950	Levonorgestrel	Q47522133	Skyla
Q416950	Levonorgestrel	Q48826020	Aftera
Q416950	Levonorgestrel	Q48826175	Fallback Solo
Q416950	Levonorgestrel	Q48826251	Take Action
Q416950	Levonorgestrel	Q48826435	My Choice
Q416950	Levonorgestrel	Q48826460	Option 2
Q416950	Levonorgestrel	Q48828289	EContra
Q416950	Levonorgestrel	Q48828293	My Way
Q416950	Levonorgestrel	Q48828877	React
Q416950	Levonorgestrel	Q48828906	Next Choice One Dose
Q416950	Levonorgestrel	Q48829048	Morning After
Q416950	Levonorgestrel	Q48829151	Her Style
Q416950	Levonorgestrel	Q48829353	Opcicon One-Step
Q416978	sumatriptan	Q47522162	Sumavel
Q416978	sumatriptan	Q47522340	Zembrace
Q416978	sumatriptan	Q48828069	Imitrex
Q416978	sumatriptan	Q48828813	Alsuma
Q416992	lurasidone	Q29006112	Latuda
Q417141	econazole	Q47521525	Ecoza
Q417222	methylprednisolone	Q47521456	Depo-Medrol
Q417222	methylprednisolone	Q47521809	Medrol
Q417222	methylprednisolone	Q48826272	Solu-Medrol
Q417222	methylprednisolone	Q48828118	A-MethaPred
Q417227	(S)-etiracetam	Q29006079	Keppra
Q417227	(S)-etiracetam	Q29006124	Levetiracetam Accord
Q417227	(S)-etiracetam	Q29006125	Levetiracetam Actavis
Q417227	(S)-etiracetam	Q29006126	Levetiracetam Actavis Group
Q417227	(S)-etiracetam	Q29006127	Levetiracetam Hospira
Q417227	(S)-etiracetam	Q29006128	Levetiracetam Ratiopharm
Q417227	(S)-etiracetam	Q29006129	Levetiracetam Sun
Q417227	(S)-etiracetam	Q29006130	Levetiracetam Teva
Q417227	(S)-etiracetam	Q29006163	Matever
Q417227	(S)-etiracetam	Q47521534	Elepsia
Q417227	(S)-etiracetam	Q47522148	Spritam
Q417227	(S)-etiracetam	Q48826012	Roweepra
Q417240	atomoxetine	Q47521206	Strattera
Q417296	febuxostat	Q29004386	Adenuric
Q417296	febuxostat	Q47522249	Uloric
Q417317	insulin glargine	Q28977410	Abasaglar
Q417317	insulin glargine	Q29006109	Lantus
Q417317	insulin glargine	Q29006148	Lusduna
Q417317	insulin glargine	Q29006583	Toujeo
Q417317	insulin glargine	Q31488122	Basag
Q417317	insulin glargine	Q48828086	Basaglar
Q417465	mitotane	Q29006153	Lysodren
Q417489	pimecrolimus	Q47521537	Elidel
Q417542	sunitinib	Q29006518	Sutent
Q417640	ganciclovir	Q29006661	Vitrasert Implant
Q417640	ganciclovir	Q47521433	Cytovene
Q417640	ganciclovir	Q47522350	Zirgan
Q417689	ramelteon	Q47522103	Rozerem
Q417740	Lovastatin	Q47521021	Altoprev
Q417762	Exenatide	Q29004940	Bydureon
Q417762	Exenatide	Q29004942	Byetta
Q417765	pioglitazone	Q29004374	Actos
Q417767	montelukast	Q47521846	Singulair
Q417775	Panitumumab	Q29006633	Vectibix
Q417813	oxymetazoline	Q47522088	Rhofade
Q417824	gefitinib	Q29006033	Iressa
Q417902	remifentanil	Q47522251	Ultiva
Q417915	sufentanil	Q29006715	Zalviso
Q417997	ezetimibe	Q47522344	Zetia
Q418006	Colestyramine	Q47522019	Prevalite
Q418006	Colestyramine	Q48829100	Questran
Q418011	mechlorethamine	Q47521855	Mustargen
Q418011	mechlorethamine	Q47522262	Valchlor
Q2555245	(RS)-fenoprofen	Q47521603	Nalfon
Q2555245	(RS)-fenoprofen	Q47522033	Profeno
Q2555245	(RS)-fenoprofen	Q48826199	Fenortho
Q418060	desloratadine	Q29004393	Aerius
Q418060	desloratadine	Q29004407	Allex
Q418060	desloratadine	Q29004878	Azomyr
Q418060	desloratadine	Q29005702	Dasselta
Q418060	desloratadine	Q29005713	Desloratadine Actavis
Q418060	desloratadine	Q29005714	Desloratadine Ratiopharm
Q418060	desloratadine	Q29005716	Desloratadine Teva
Q418060	desloratadine	Q29006202	Neoclarityn
Q418060	desloratadine	Q29006287	Opulis
Q418060	desloratadine	Q47521359	Clarinex
Q418123	dimethyl fumarate	Q29006540	Tecfidera
Q418139	esmolol	Q47521274	Brevibloc
Q418157	phentermine	Q47520883	Adipex-P
Q418157	phentermine	Q47521781	Lomaira
Q418157	phentermine	Q47522166	Suprenza
Q418157	phentermine	Q48826455	Ionamin
Q418179	atovaquone	Q47521815	Mepron
Q418192	bexarotene	Q29006534	Targretin
Q418270	efalizumab	Q29006396	Raptiva
Q418369	erlotinib	Q29006532	Tarceva
Q418386	trientine	Q47522180	Syprine
Q418445	etomidate	Q47521030	Amidate
Q418480	tamsulosin	Q47521618	Flomax
Q418508	cycloserine	Q47522125	Seromycin
Q418546	aztreonam	Q29004957	Cayston
Q418546	aztreonam	Q47521226	Azactam
Q418560	ifosfamide	Q17190774	IFEX
Q418586	entecavir	Q29004884	Baraclude
Q418594	valacyclovir	Q47522261	Valtrex
Q418656	procarbazine	Q47521805	Matulane
Q418666	tranexamic acid	Q47521429	Cyklokapron
Q418666	tranexamic acid	Q47521798	Lysteda
Q418702	Basiliximab	Q29006488	Simulect
Q418747	(2R)-daptomycin	Q29005679	Cubicin
Q418817	etoposide	Q47521577	Etopophos
Q418817	etoposide	Q47522218	Toposar
Q418819	exemestane	Q47521192	Aromasin
Q15646788	chlorhexidine	Q47520847	Periogard
Q15646788	chlorhexidine	Q47521058	Betasept
Q15646788	chlorhexidine	Q48826024	Peridex
Q15646788	chlorhexidine	Q48826149	E-Z Scrub
Q15646788	chlorhexidine	Q48826339	Hibiclens
Q15646788	chlorhexidine	Q48826370	Exidine
Q15646788	chlorhexidine	Q48828226	Paroex
Q15646788	chlorhexidine	Q48829069	Scrub-Stat
Q15646788	chlorhexidine	Q48829084	Oris
Q15646788	chlorhexidine	Q48829154	Oro Clense
Q15646788	chlorhexidine	Q48829227	Spectrum-4
Q15646788	chlorhexidine	Q48829275	Nupro Chlorhexidine
Q15646788	chlorhexidine	Q48829360	Calgon Vesta
Q15646788	chlorhexidine	Q48829364	Dyna-Hex
Q21789862	sebelipase alfa	Q29006069	Kanuma
Q27158837	panobinostat DL-lactate	Q29005856	Farydak
Q418857	acebutolol	Q47522118	Sectral
Q418913	armodafinil	Q47521921	Nuvigil
Q418946	Colistin	Q20817140	Colistimethate
Q418946	Colistin	Q28855911	Colistimethate Sodium
Q418946	Colistin	Q47521389	Coly Mycin M
Q419059	bethanechol	Q47521259	Urecholine
Q419079	nabilone	Q47521340	Cesamet
Q419143	anastrozole	Q47521187	Arimidex
Q419186	ergotamine	Q47521561	Ergomar
Q419215	strontium ranelate	Q29006300	Osseor
Q419215	strontium ranelate	Q29006377	Protelos
Q419319	bortezomib	Q29004911	Bortezomib Accord
Q419319	bortezomib	Q29004913	Bortezomib Hospira
Q419319	bortezomib	Q29004914	Bortezomib Sun
Q419319	bortezomib	Q29006635	Velcade
Q419374	dipyridamole	Q47521982	Persantine
Q419375	selenium disulfide	Q3304193	Selsun Blue
Q419383	desflurane	Q47522164	Suprane
Q419394	sevoflurane	Q48825943	Sojourn
Q419394	sevoflurane	Q48826216	SevoFlo
Q419394	sevoflurane	Q48828897	SevoThesia
Q419394	sevoflurane	Q48829000	Sevosol
Q419394	sevoflurane	Q48829224	Petrem
Q419394	sevoflurane	Q48829331	Ultane
Q419401	carbachol	Q48828323	Miostat
Q419468	ciclopirox	Q47521353	Ciclodan
Q419468	ciclopirox	Q48825982	CNL8
Q419468	ciclopirox	Q48829189	Penlac Nail Lacquer
Q419472	pyridostigmine	Q47521818	Mestinon
Q419472	pyridostigmine	Q47522071	Regonol
Q419521	ceftibuten	Q47521327	Cedax
Q419618	deferoxamine	Q47521442	Desferal
Q419663	methimazole	Q48826376	Felimazole
Q419663	methimazole	Q48828282	Tapazole
Q419820	azelastine	Q47521201	Astelin
Q419820	azelastine	Q47521202	Astepro
Q419824	phenoxybenzamine	Q47521477	Dibenzyline
Q419832	sitagliptin	Q29006054	Januvia
Q419832	sitagliptin	Q29006449	Ristaben
Q419832	sitagliptin	Q29006559	Tesavel
Q419832	sitagliptin	Q29006684	Xelevia
Q419841	(3aS)-Palonosetron	Q29004410	Aloxi
Q419841	(3aS)-Palonosetron	Q29006307	Palonosetron Accord
Q419890	(+-)-flurbiprofen	Q48829172	Ocufen
Q419935	Octreotide	Q47521925	Sandostatin
Q419939	doxazosin	Q47521320	Cardura
Q419948	torsemide	Q47521446	Demadex
Q419953	topotecan	Q29005834	Evotopin
Q419953	topotecan	Q29005939	Hycamtin
Q419953	topotecan	Q29006350	Potactasol
Q419953	topotecan	Q29006577	Topotecan Actavis
Q4890915	bepotastine	Q48832132	Bepreve
Q4890968	beractant	Q47522168	Survanta
Q4898219	betrixaban	Q47521263	Bevyxxa
Q4919218	Bivalirudin	Q29004829	Angiox
Q4919218	Bivalirudin	Q47521053	Angiomax
Q5019575	calfactant	Q47521711	Infasurf
Q5030940	canagliflozin	Q29006019	Invokana
Q5037862	Carbidopa/levodopa	Q29006241	Numient
Q5065704	cetrorelix	Q29004968	Cetrotide
Q5119448	Ciclesonide	Q47521023	Alvesco
Q5119448	Ciclesonide	Q47521932	Omnaris
Q5119448	Ciclesonide	Q47522345	Zetonna
Q5134843	Clocortolone	Q47521377	Cloderm
Q5134875	clofarabine	Q29005831	Evoltra
Q5134875	clofarabine	Q47521379	Clolar
Q5137497	atropine/diphenoxylate	Q48829217	Lonox
Q5137497	atropine/diphenoxylate	Q48829289	Lomotil
Q17125410	Umeclidinium bromide/vilanterol	Q29004831	Anoro
Q17125410	Umeclidinium bromide/vilanterol	Q29006113	Laventair
Q17127633	Fluticasone furoate/vilanterol	Q29006414	Relvar Ellipta
Q17400905	Galsulfase	Q29006199	Naglazyme
Q17630273	Idarucizumab	Q29006358	Praxbind
Q18208897	Abacavir/dolutegravir/lamivudine	Q29006599	Triumeq
Q18355673	flutemetamol F-18	Q29006664	Vizamyl
Q18386075	Sucroferric oxyhydroxide	Q29006638	Velphoro
Q18476657	Emtricitabine/rilpivirine/tenofovir	Q29005829	Eviplera
Q19597688	ledipasvir/sofosbuvir	Q29005922	Harvoni
Q19598140	Netupitant/palonosetron	Q29004399	Akynzeo
Q19856779	mitomycin	Q47521856	Mutamycin
Q19858657	Ombitasvir/paritaprevir/ritonavir	Q29006648	Viekirax
Q19864811	Empagliflozin/linagliptin	Q29005912	Glyxambi
Q19904043	elbasvir	Q29006731	Zepatier
Q20078502	dabigatran etexilate	Q29006351	Pradaxa
Q5138908	cobicistat	Q29006611	Tybost
Q5145911	Collagenase clostridium histolyticum	Q29006693	Xiapex
Q5161126	conivaptan	Q47522270	Vaprisol
Q5186964	crizotinib	Q29006680	Xalkori
Q5187464	Crofelemer	Q48826503	Mytesi
Q5187464	Crofelemer	Q48828161	Fulyzaq
Q5198674	cyclobenzaprine	Q47521045	Amrix
Q5198674	cyclobenzaprine	Q47521426	Fexmid
Q5198674	cyclobenzaprine	Q47521427	Flexeril
Q5207712	daclatasvir	Q29005694	Daklinza
Q5210237	dalbavancin b0	Q47521435	Dalvance
Q5222113	Daratumumab	Q29005701	Darzalex
Q5251502	deferasirox	Q29005842	Exjade
Q5251502	deferasirox	Q47521729	Jadenu
Q5253067	delafloxacin	Q47521238	Baxdela
Q5268339	dexlansoprazole	Q47521469	Dexilant
Q5268496	Dextromethorphan/quinidine	Q29006239	Nuedexta
Q5275451	diflorasone	Q48826137	Florone
Q5275451	diflorasone	Q48826473	Apexicon
Q5275451	diflorasone	Q48828920	Psorcon
Q5303688	doxercalciferol	Q47521679	Hectorol
Q20539232	eluxadoline	Q29006604	Truberzi
Q20539232	eluxadoline	Q47522295	Viberzi
